HEELCode,mountain_range,land_use,geomorphology,time,date,tmean_C,PDHI_aw,ppt_mm,snowmelt2,sampleday_quickflow,week_slowflow,ppt_mm_month,spi_12,spi_09,ppt_mm_cm,tmean_C_cm,snowmelt2_cm,water_temp,swe
A,cascades,urban,low,1,10/13/2014,14.18848777,2.308943067,119.504331,0,3.161,66.539,57.41,1.067984428,2.379506357,278.2656009,11.24408492,0,13.7,0
A,cascades,urban,low,2,11/3/2014,10.46203964,2.171037844,316.5018368,0,19.115,123.677,168.65,1.2326304,1.828244669,334.0721996,4.543510204,0,11.3,0.337995465
A,cascades,urban,low,3,12/8/2014,3.055490266,1.709505541,248.7940363,0,0,295.376,83.76,1.317928966,0.826987824,249.7032879,3.510506913,0,7.4,0.6799605
A,cascades,urban,low,4,1/12/2015,3.336145907,1.209888617,300.8817008,0.862214402,1.055,317.07,95.4,1.412001112,0.344561542,268.3700001,4.969945139,0.657594909,6.7,0.022365591
A,cascades,urban,low,5,2/9/2015,5.666961843,0.520405501,288.2764625,0.119099226,2.989,286.123,143.79,1.187996596,0.240919117,217.6264626,6.355568921,0.022365591,8.5,0
A,cascades,urban,low,6,3/9/2015,6.325852686,0.244736276,95.4368481,0,0,116.08,46.1,0.516195307,0.2382619,218.4459865,7.553023187,0,9.9,0
A,cascades,urban,low,7,4/13/2015,6.990990304,-1.270032989,181.6778233,0,0,87.56,110.15,0.163181325,0.068802489,115.4200001,7.35097052,0,9.94,0
A,cascades,urban,low,8,5/11/2015,9.121676439,-1.973613366,89.7067801,0,0,74.05,38.85,-0.187015844,-0.307905781,45.15675737,12.0769,0,11.9,0
A,cascades,urban,low,9,6/8/2015,13.4773962,-2.92188795,45.07798186,0,0,66.62,15.18,-0.431071032,-0.637656635,17.32664399,16.71788284,0,18.8,0
A,cascades,urban,low,10,7/13/2015,18.83426069,-3.617224693,5.657006804,0,0,49.3,1,-0.532235298,-1.156475526,24.36115647,18.35879416,0,18.6,0
A,cascades,urban,low,11,8/17/2015,17.36636445,-3.217813114,46.56251704,0,0,25.63,24.55,-0.550722778,-1.2930198,80.69061225,17.20703825,0,20.7,0
A,cascades,urban,low,12,9/21/2015,13.65860231,-3.189783165,137.1180499,0,1.245,28.809,70.52,-0.665746037,-1.325140869,90.14612248,12.48370295,0,15.5,0
A,cascades,urban,low,13,10/12/2015,12.12699233,-2.698795545,112.8868253,0,2.6,52.895,61.63,-0.736645175,-0.667648033,288.0303175,11.56190805,0,12.7,0
A,cascades,urban,low,14,11/2/2015,11.13557315,-1.970158457,319.1791156,0,10.221,74.4,137.89,-0.511849097,-0.281084046,363.9009751,3.865919123,0,10.6,0.0112774
A,cascades,urban,low,15,12/7/2015,3.434940574,1.978089811,427.9809071,0,0.509,151.271,186.02,0.388876054,0.705970284,560.4215418,2.00204996,0,8,0.168322727
A,cascades,urban,low,16,1/4/2016,1.175541481,1.804240335,475.3871654,0,0,173.19,229.08,0.540890069,0.791522338,272.9167573,2.889383002,0,6.1,9.6931746
A,cascades,urban,low,17,2/8/2016,3.832331302,1.841252085,305.5156915,0,2.065,319.309,186.54,0.693764963,1.136664876,292.4010203,5.545447653,8.782959574,6.2,0.910215026
A,cascades,urban,low,18,3/7/2016,6.331614281,2.363443975,323.5092744,5.040172804,2.175,475.148,171.42,0.881323362,1.502338539,268.6595692,5.792626,0.830630504,7.8,0.079584522
A,cascades,urban,low,19,4/11/2016,7.645808902,1.168926017,144.754059,0.464109782,0,126.69,55.15,0.789809008,1.339268337,70.51433115,10.22010809,0.079584522,10.3,0
A,cascades,urban,low,20,5/9/2016,10.89382516,-1.091887023,61.88385494,0.012803972,0,94.63,32.24,0.939866748,1.215112397,104.7945578,11.63478312,0,12.6,0
A,cascades,urban,low,21,6/13/2016,12.42716006,-1.422498795,132.0553742,0,2.354,71.436,33.03,1.280349184,1.395990035,141.922721,13.93100907,0,13.5,0
A,cascades,urban,low,22,7/11/2016,13.19591524,-1.254960896,140.0468934,0,0,54.27,52.62,1.347672536,1.227214673,55.63233561,15.45718674,0,14.4,0
A,cascades,urban,low,23,8/22/2016,17.2814618,-1.639815968,25.31544219,0,0,29.49,2.48,1.193908995,1.006777572,29.58097507,16.87832419,0,16.9,0
A,cascades,urban,low,24,9/12/2016,15.49730745,-1.547458394,44.69691611,0,0.719,32.861,21.48,1.217425259,-0.012884291,97.83453517,12.57045541,0,14,0
B,cascades,urban,mid,1,10/13/2014,14.7294662,2.207806559,91.98941496,0,1.061,138.33,56.59,0.913442988,2.329410678,221.9713101,11.78820566,0,NA,0
B,cascades,urban,mid,2,11/3/2014,11.0005326,2.035864322,249.018524,0,0,298.718,157.89,1.092898922,1.728926984,253.8673101,4.854470452,0,10.4,0.220037264
B,cascades,urban,mid,3,12/8/2014,3.286817949,1.59526953,195.3421136,0,0,389.36,78.92,1.254851849,0.744977443,202.5254061,3.839342443,0,7.1,0.545656008
B,cascades,urban,mid,4,1/12/2015,3.640508809,1.094342681,240.7133275,0.554682126,0,690.285,87.98,1.320673767,0.242594947,206.5635547,5.214595435,0.142926328,6.8,0.40272968
B,cascades,urban,mid,5,2/9/2015,6.017283993,0.366258768,217.8227511,0.038043367,23.249,445.948,137.6,1.081879343,0.162400507,168.3697467,6.783180131,0.377261184,8.1,0.025468497
B,cascades,urban,mid,6,3/9/2015,6.730072278,0.124358879,74.09101309,0.215154947,0,191.19,44.24,0.415262508,0.169673431,164.5984978,8.055198902,0.025468497,8.7,0
B,cascades,urban,mid,7,4/13/2015,7.579654722,-1.214941866,132.2648559,8.83E-04,0,209.96,102.73,0.063877897,-0.009111665,84.25087335,7.959577877,0,10.04,0
B,cascades,urban,mid,8,5/11/2015,9.711496162,-1.931551154,63.58220087,0,0,144.47,35.72,-0.26151047,-0.378387011,39.85831441,12.6326053,0,14.1,0
B,cascades,urban,mid,9,6/8/2015,14.0880131,-2.880833917,42.43186027,0,0,94.07,13.92,-0.490644687,-0.668542954,14.85857642,17.40004017,0,20.8,0
B,cascades,urban,mid,10,7/13/2015,19.4659616,-3.620110365,4.976637549,0,0,55.89,0.41,-0.594703263,-1.201224147,19.05870743,19.0512651,0,20.1,0
B,cascades,urban,mid,11,8/17/2015,18.0792614,-3.238396752,36.41062885,0,0.281,57.732,19.63,-0.600805946,-1.277225488,64.87100438,17.85028046,0,21.7,0
B,cascades,urban,mid,12,9/21/2015,14.31780259,-3.184905833,100.2822358,0,1.632,64.61,61.32,-0.715640663,-1.400302543,62.35990394,13.10060669,0,17.4,0
B,cascades,urban,mid,13,10/12/2015,12.58655112,-2.777198177,84.01874233,0,3.011,90.865,60,-0.795998854,-0.684643784,244.953476,11.81294492,0,14.3,0
B,cascades,urban,mid,14,11/2/2015,11.38449751,-1.997874851,267.1883057,0,121.297,136.891,136.3,-0.551760459,-0.312361583,293.9453536,4.186690539,0,10.09,8.12E-04
B,cascades,urban,mid,15,12/9/2015,4.020116098,2.037675672,443.6702095,0,206.57,380.39,254.16,0.335105327,0.676746469,450.4576855,2.516572053,0,8.3,0.311824199
B,cascades,urban,mid,16,1/4/2016,1.548253877,1.880713256,386.011764,0,0,335.55,213.7,0.541173884,0.799957209,225.5502883,3.16545429,0,4.4,11.84673616
B,cascades,urban,mid,17,2/8/2016,4.221272099,1.90339133,250.3475983,0,0,545.576,185.5,0.722102791,1.152570859,233.6935633,5.942381268,9.624944261,5.9,2.221791903
B,cascades,urban,mid,18,3/7/2016,6.764986901,2.442522203,255.3775895,6.829148922,0,629.75,164.18,0.900822854,1.50562626,204.2255983,6.353759123,1.858309723,7.9,0.36348218
B,cascades,urban,mid,19,4/11/2016,8.19689806,1.280008648,104.9200088,1.098863125,0,408.637,51.23,0.819605495,1.351508888,58.25944106,10.80582984,0.308675484,9.9,0.054806696
B,cascades,urban,mid,20,5/9/2016,11.57852146,-0.834145081,49.92279478,0.20714049,0,156.23,28.94,0.950335806,1.20894795,80.44396505,12.41758459,0.054806696,12.9,0
B,cascades,urban,mid,21,6/13/2016,13.22758681,-1.438293525,96.9963144,0.01220509,0,95.06,26.5,1.271041568,1.400418991,105.7980873,14.61476594,0,17.1,0
B,cascades,urban,mid,22,7/11/2016,13.96195859,-1.355411605,105.571703,0,0,91.75,49.07,1.332236463,1.217906643,41.1081572,16.26824342,0,16.6,0
B,cascades,urban,mid,23,8/22/2016,17.98783753,-1.782309503,18.04991267,0,0.167,79.46,1.98,1.166363362,1.019422486,22.00250656,17.59792506,0,19,0
B,cascades,urban,mid,24,9/12/2016,16.20519575,-1.706056226,36.59715285,0,0,78.857,21.07,1.216743981,0.022386507,77.57732749,13.20453013,0,16.7,0
C,cascades,agricultural,mid,1,10/14/2014,13.13375677,2.050732042,182.2841197,0,85.372,341.938,83.29,1.028298982,2.267786504,379.2609356,10.54358749,0.475493606,10.8,5.429339925
C,cascades,agricultural,mid,2,11/4/2014,9.553992489,1.832092369,444.9909105,0.138301362,216.471,1386.919,204.55,1.190013664,2.135702148,360.534175,4.108131875,0,9.2,6.630252179
C,cascades,agricultural,mid,3,12/9/2014,3.078602738,1.402612059,328.2127011,0,52.878,1148.892,115.13,1.678827439,1.496825201,312.1489032,3.140919226,0,8,9.802293248
C,cascades,agricultural,mid,4,1/13/2015,2.69415597,0.925750441,264.6010312,1.856791788,0,1258.876,154.62,1.929941206,1.275900945,272.7114487,4.676373807,4.190184786,5.6,5.612108462
C,cascades,agricultural,mid,5,2/10/2015,5.743674808,-0.126113788,330.8255482,2.402743169,19.874,1400.209,125.76,1.881927076,0.98696879,199.2557494,5.961776463,1.592749631,8.1,4.019358832
C,cascades,agricultural,mid,6,3/10/2015,5.728714442,-0.331985316,36.48204728,1.085220285,0,437.2,20.66,1.418876684,1.180123371,260.330166,6.891858896,0.569778452,9.1,3.44958038
C,cascades,agricultural,mid,7,4/14/2015,6.341496219,-1.203001421,226.1362676,0,0,611.63,111.4,1.18872444,1.020392341,112.0848239,6.775494551,0,8.35,4.592311863
C,cascades,agricultural,mid,8,5/12/2015,8.913263113,-1.921308554,92.42084506,0,0,554.823,32.9,0.812924477,0.890753846,52.24209757,12.3720472,0.072644668,13.1,4.519667195
C,cascades,agricultural,mid,9,6/9/2015,14.06864384,-2.871308554,34.10828975,0.662686468,0,469.77,6.57,0.640476292,0.567146382,19.74938633,16.1921468,1.070131136,18.1,3.449536059
C,cascades,agricultural,mid,10,7/14/2015,18.15197166,-3.613325532,12.89381288,1.310899177,0,367.27,10.23,0.529104766,0.058336175,32.45788232,17.72354295,1.124696378,17.8,2.324839682
C,cascades,agricultural,mid,11,8/18/2015,16.74160957,-3.262261848,52.48932595,0.969353365,0,292.525,18.48,0.717988466,-0.003430553,129.6688882,16.58674693,0.647634513,19.2,1.677205169
C,cascades,agricultural,mid,12,9/22/2015,12.56832998,-3.213879538,235.7792957,0.432204609,25.869,324.427,93.5,0.701442729,-0.052325411,149.517329,11.61711636,0.22069611,10.1,1.456509059
C,cascades,agricultural,mid,13,10/13/2015,11.37464078,-2.876933415,136.613501,0.08596475,16.485,321.176,50,0.26844546,-0.215135324,214.6373189,10.93433091,0.166268582,11.1,1.290240477
C,cascades,agricultural,mid,14,11/3/2015,10.06822842,-2.072519211,244.0774597,0.105996156,59.35,455.349,110.07,0.345697723,0.202488885,346.3812223,3.512102449,0,8.18,2.85621395
C,cascades,agricultural,mid,15,12/8/2015,3.677044422,2.034255421,424.7319468,0,66.566,1009.978,125.44,0.573957145,0.424930853,406.349331,1.998230918,0,7.5,5.017990689
C,cascades,agricultural,mid,16,1/5/2016,0.810748195,1.881610844,284.210679,0,0,533.76,152.67,0.605521273,0.605095961,287.3293058,2.861994711,0,3.7,18.12102275
C,cascades,agricultural,mid,17,2/9/2016,4.003641852,1.894465976,319.5224245,0,0,1004.12,103.71,1.011317296,1.15701443,303.1335664,5.147810311,6.348892207,5.5,11.77213055
C,cascades,agricultural,mid,18,3/8/2016,5.738271614,2.479866205,344.4713531,2.89095384,0,1317.887,185.97,0.981585422,1.503063734,272.3122887,5.847363862,0,6.6,12.61849695
C,cascades,agricultural,mid,19,4/12/2016,7.756084527,1.332809008,142.8737877,0,0,862.83,62.95,0.928291053,1.372765198,91.18095071,10.01982311,0,9.1,12.95941985
C,cascades,agricultural,mid,20,5/10/2016,11.02417592,-1.005589562,60.63195673,0.961603232,0,726.406,38.38,0.960086983,1.104291875,69.31613682,11.72155246,1.392513071,12.4,11.56690678
C,cascades,agricultural,mid,21,6/14/2016,11.93292921,-1.432238443,133.8853873,1.401580513,0,669.263,37.28,1.175098506,1.021879429,110.900664,13.43672736,0.895072936,11.2,10.67183385
C,cascades,agricultural,mid,22,7/12/2016,12.99124167,-1.358225111,92.58850609,0.746370296,0,534.033,38.36,1.172565303,1.081166314,51.05236921,15.15933967,1.100856874,15.4,9.570976973
C,cascades,agricultural,mid,23,8/23/2016,17.01843665,-1.792194801,1.891247484,1.870706653,0,300.15,1.04,0.90225518,0.729907518,30.35624746,16.80650995,1.476583665,16.3,8.094393308
C,cascades,agricultural,mid,24,9/13/2016,15.29244241,-1.72778218,59.45925047,0.958789966,0,249.07,11.94,0.802247242,0.306779152,110.5440493,12.23714495,1.070000265,15.2,7.024393043
E,cascades,agricultural,low,1,10/15/2014,14.36463223,2.082233028,142.0297121,0,1.889,7.828,93.1,1.205386576,2.345701649,243.3109352,12.60130657,0,11.8,0
E,cascades,agricultural,low,2,11/5/2014,11.70583292,1.858679633,295.6623381,0,13.142,52.907,199.28,1.307201868,2.00271825,211.9400001,5.861718227,0,10.6,0.041053957
E,cascades,agricultural,low,3,12/10/2014,4.816554826,1.483349542,208.5842087,0,1.866,76.491,122.84,1.661998238,1.355388721,195.8567986,4.999462752,0,9,0.089419819
E,cascades,agricultural,low,4,1/14/2015,4.291159762,0.934009725,216.4187772,0.136022079,0,123.011,172.01,1.88638963,1.22121841,216.0926979,5.764063588,0.089148294,5.4,2.72E-04
E,cascades,agricultural,low,5,2/11/2015,7.407122924,0.64585936,197.8152158,2.90E-04,0,98.872,141.91,1.802475362,0.799372877,128.8916187,7.607266828,2.72E-04,8.1,0
E,cascades,agricultural,low,6,3/11/2015,7.014713467,0.474971012,41.30338127,0,0,37.44,31.63,1.346922171,0.995949237,173.5969785,8.720559872,0,8.7,0
E,cascades,agricultural,low,7,4/15/2015,8.618043908,-1.011320367,151.1043166,0,0,46.09,90.65,1.048739615,0.799139437,85.38197839,8.918565349,0,7.85,0
E,cascades,agricultural,low,8,5/13/2015,10.93120256,-1.775990275,83.66953234,0,0,26.57,52.11,0.539824683,0.663692433,47.00233814,13.69018798,0,12.2,0
E,cascades,agricultural,low,9,6/10/2015,15.34154366,-2.725990275,25.7788849,0,0,11.87,17.67,0.41581332,0.316432242,24.22784169,17.19150299,0,14.1,0
E,cascades,agricultural,low,10,7/15/2015,18.96558484,-3.636446606,10.08935249,0,0,5.57,8.75,0.242536928,-0.185442708,12.89395682,18.97070085,0,15.2,0
E,cascades,agricultural,low,11,8/19/2015,18.104257,-3.270888349,23.03384889,0,0,4.826,15.86,0.339721975,-0.29582733,73.17467616,17.75277326,0,15.9,0
E,cascades,agricultural,low,12,9/23/2015,14.39584098,-3.105101926,169.1771222,0,0.182,6.724,127.05,0.391225987,-0.218314863,117.1852158,13.41848681,0,10.4,0
E,cascades,agricultural,low,13,10/14/2015,12.71030141,-2.905330092,83.51935254,0,0.14,6.757,57.65,0.014763386,-0.63501622,160.8734174,12.03605593,0,10.6,0
E,cascades,agricultural,low,14,11/4/2015,11.09380117,-1.968655321,177.4485972,0,1.306,23.719,129.46,0.420598027,0.235472932,284.20759,4.865051559,0,8.38,0
E,cascades,agricultural,low,15,12/9/2015,5.177940958,2.280684496,335.2221942,0,23.206,76.853,244.12,0.808220157,0.714997851,312.9799641,3.987240081,0,8.1,0.005495475
E,cascades,agricultural,low,16,1/6/2016,2.346291866,2.184466056,202.3399641,0,0,69.07,180.31,0.481995035,0.615882624,160.9582374,4.330222792,0.005466466,4.3,2.90E-05
E,cascades,agricultural,low,17,2/10/2016,5.967237658,2.167131102,178.68982,0.005905482,0,86.973,107.73,0.962478084,1.213340095,235.1977698,7.009231577,2.90E-05,6.4,0
E,cascades,agricultural,low,18,3/9/2016,7.737447904,2.688679633,271.7727698,0,0,85.65,174.49,0.912996426,1.48130519,185.5007554,8.098483409,0,7.4,0
E,cascades,agricultural,low,19,4/13/2016,9.557176258,1.629796147,124.9282374,0,0,54.79,91.98,0.954618272,1.474135615,89.94115101,11.48711511,0,9.4,0
E,cascades,agricultural,low,20,5/11/2016,12.79072873,0.525451655,44.506223,0,0,19.51,48.25,0.979494944,1.288932471,52.06402877,13.54199872,0,11.9,0
E,cascades,agricultural,low,21,6/15/2016,13.87230402,-1.510228165,100.3498921,0,0.298,14.572,83.2,1.281962855,1.222773387,89.62507197,15.16057314,0,10.6,0
E,cascades,agricultural,low,22,7/13/2016,15.29248387,-1.753805872,59.53187051,0,0,10.55,48.52,1.285735885,1.251866443,29.87863307,17.00582907,0,14.7,0
E,cascades,agricultural,low,23,8/24/2016,18.22652692,-2.336927249,1.876151079,0,0,5.54,1.32,1.069595116,0.628384536,62.47902873,18.05257949,0,13.7,0
E,cascades,agricultural,low,24,9/14/2016,16.60655731,-2.304262203,85.93618703,0,0,7.529,77.73,1.013798379,0.141532557,66.91550362,13.94979856,0,11.6,0
F,cascades,forest,high_large,1,10/15/2014,11.0769403,2.401848067,171.576834,0,54.096,1977.546,79.99,1.011924803,2.505744259,315.6382424,8.128991947,0.785692553,11.8,2.448978328
F,cascades,forest,high_large,2,11/5/2014,6.762009405,2.294415072,381.6292753,0.271963111,609.331,4677.006,151.28,1.430383012,2.19426132,384.6071318,1.01603531,0,9.5,4.2793123
F,cascades,forest,high_large,3,12/10/2014,-0.014575984,1.807874108,380.7139394,0,463.611,5479.219,99.23,1.779967951,1.166417147,285.9246983,-0.106180798,0,7,13.49784436
F,cascades,forest,high_large,4,1/14/2015,0.163276862,1.31512718,256.4520448,0,0,4901.007,126.04,1.857625191,0.872172727,250.8845243,2.279692847,0,5,57.51258298
F,cascades,forest,high_large,5,2/11/2015,3.014286675,0.585124368,324.1368392,0,110.863,5853.277,96.3,1.566871217,0.676114997,201.0426126,3.201654951,17.43896412,6.5,40.07361886
F,cascades,forest,high_large,6,3/11/2015,3.57260622,0.275307493,30.7579697,15.44320524,0,2692.94,29.39,0.878224321,0.722883951,223.6075284,4.667593205,11.44376425,7.2,28.62985461
F,cascades,forest,high_large,7,4/15/2015,3.925837286,-1.340691562,171.1802728,12.17563015,0,2667.44,64.21,0.687288275,0.58730342,90.90715677,4.650320312,7.433927251,7.35,21.19592736
F,cascades,forest,high_large,8,5/13/2015,7.185830562,-2.029966338,62.19042157,4.833603476,4.996,2499.624,40.82,0.447620881,0.39234409,33.74905006,10.69368065,7.66750975,11.3,13.52841761
